题号AZH题型AZH题目AZHAAZHBAZHCAZHDAZH答案AZH难度AZH
49AZHCAZHWPS表格中可以创建嵌入式图表，它和创建图表的数据源放置在(      )工作表中。AZH不同的AZH相邻的AZH同一张AZH另一工作簿的AZHCAZH0AZH
50AZHCAZH微型计算机键盘上的Tab键是（ ）AZH退格键AZH控制键AZH交替换档键AZH制表定位键AZHDAZH0AZH
51AZHCAZHWPS表格中使用公式，当多个运算符出现在公式中时，由高到低各运算符的优先级是(      )AZH括号、^、%、乘除、加减、&、比较符AZH括号、%、^、乘除、加减、&、比较符AZH括号、%、^、乘除、加减、比较符、&AZH括号、^、%、乘除、加减、比较符、&AZHBAZH1AZH
52AZHCAZH下列四种软件中，属于系统软件的是（ ）AZHWPSAZHWordAZHDOSAZHExcelAZHCAZH0AZH
53AZHCAZH“计算机辅助制造”的常用英文缩写是（ ）AZHCADAZHCAIAZHCATAZHCAMAZHDAZH1AZH
54AZHCAZHWPS演示主窗口水平滚动条的下侧有四个显示方式切换按钮：“普通视图”、“阅读视图”、“放映”和(      )AZH全屏显示AZH主控文档AZH幻灯片浏览视图AZH文本视图AZHCAZH0AZH
55AZHCAZH微型计算机中内存储器比外存储器（ ）AZH读写速度快AZH存储容量大AZH运算速度慢AZH以上三种都可以AZHAAZH0AZH
56AZHCAZH在WPS演示幻灯片中填充背景不可以是　(      )AZH调色板列表中选择的颜色AZH自己通过三原色或亮度、色调等调制颜色AZH三种以上颜色的过渡效果AZH图形填充AZHDAZH0AZH
57AZHCAZH第一台电子计算机使用的逻辑部件是（ ）AZH集成电路AZH大规模集成电路AZH晶体管AZH电子管AZHDAZH0AZH
58AZHCAZH在WPS演示中，幻灯片使用了某种模板以后。若需进行调整，则(      )说法是正确的。AZH确定了某种模板后就不能进行调整了AZH确定了某种模板后只能进行清除，而不能调整模板AZH只能调整为其他形式的模板，不能清除摸板AZH既能调整为其他形式的模板，又能清除模板AZHDAZH0AZH
59AZHCAZH微型计算机使用的键盘上的Alt键称为（ ）AZH控制键AZH上档键AZH退格键AZH交替换档键AZHDAZH1AZH
60AZHCAZH下列不属于WPS文字窗口组成部分的是（     ）AZH标题栏AZH对话框AZH选项卡栏AZH状态栏AZHBAZH0AZH
61AZHCAZH下列设备中，多媒体计算机所特有的设备是（     ）AZH打印机AZH视频卡AZH鼠标器AZH键盘AZHBAZH0AZH
62AZHCAZH下列各组设备中，全部属于输入设备的一组是（ ）AZH键盘、磁盘和打印机AZH键盘、扫描仪和鼠标AZH键盘、鼠标和显示器AZH硬盘、打印机和键盘AZHBAZH0AZH
63AZHCAZH在WPS文字中选择某一段文字后，把鼠标指针置于选中文本的任一位置，按鼠标左键拖到另一位置上放开鼠标。那么，该用户刚才的操作是（     ）。AZH移动文本AZH复制文本AZH替换文本AZH删除文本AZHAAZH0AZH
64AZHCAZHCAD软件可用来绘制（ ）AZH机械零件图AZH建筑设计图AZH服装设计图AZH以上都对AZHDAZH1AZH
65AZHCAZH下列存储器中存取速度最快的是（ ）AZH内存AZH硬盘AZH光盘AZH软盘AZHAAZH0AZH
66AZHCAZH以下操作系统中，不是网络操作系统的是（ ）AZHMS-DOSAZHWindowsAZHWindows NTAZHNovellAZHAAZH1AZH
67AZHCAZH在微机中，1MB的准确含义是（ ）AZH1024*1024个字AZH1024*1024个字节AZH1000*1000个字节AZH1000*1000个字AZHBAZH1AZH
68AZHCAZH以下(      )不是WPS演示的视图方式AZH普通视图AZH页面视图AZH幻灯片浏览视图AZH大纲视图AZHBAZH0AZH
69AZHCAZH在微型计算机中，通常所说的80586指的是（ ）AZH产品型号AZH主频速度AZH微机系统名称AZH中央处理器(CPU)的型号AZHDAZH1AZH
70AZHCAZH通常人们所说的一个完整的计算机系统应该包括（ ）AZH主机、键盘和显示器AZH系统软件和应用软件AZH主机和它的外部设备AZH硬件系统和软件系统AZHDAZH0AZH
71AZHCAZHWPS演示中以下(      )是无法打印出来的。AZH幻灯片中的图片AZH幻灯片中的动画AZH母版上设置的标志AZH幻灯片的展示时间AZHBAZH1AZH
72AZHCAZH计算机系统开机的顺序是（ ）AZH开主机再开外设AZH开显示器再开打印机AZH开主机再打开显示器AZH开外部设备再打开主机AZHDAZH1AZH
73AZHCAZH以下（     ）视图不是WPS文字提供的视图。AZH页面视图AZHWeb版式视图AZH联合视图AZH大纲视图AZHCAZH0AZH
74AZHCAZH关机时,其次序是（ ）。AZH和加电相反AZH和加电一致AZH任意AZH先关显示器后关主机AZHAAZH1AZH
75AZHCAZH以下各类函数中，不属于WPS表格函数的是(      )AZH统计AZH文本AZH逻辑AZH类型转换AZHDAZH0AZH
76AZHCAZHCPU不包含（ ）部分。AZH内部存储单元AZH控制单元AZH输出单元AZH运算逻辑单元AZHCAZH0AZH
77AZHCAZHCPU由哪三部分组成（ ）。AZH运算器、控制器、寄存器AZH运算器、控制器、主存储器AZH数据寄存器、存储器、运算器AZH主存储器、辅存储器、控制器AZHAAZH0AZH
78AZHCAZH一部典型的PC机硬件主要配置有哪些？（ ）AZH主机、鼠标、显示器和打印机。AZH主机、键盘、显示器。AZH主机、键盘、显示器和服务器。AZH主机、键盘、鼠标、显示器和扫描仪。AZHBAZH1AZH
79AZHCAZH显示器、（ ）等是计算机的输出设备。AZH绘图仪AZH键盘AZH软盘AZH硬盘AZHAAZH0AZH
80AZHCAZH在WPS表格编辑时，清除命令针对的对象是数据，数据清除后，单元格本身(      )AZH仍留在原位置AZH向上移动AZH向下移动AZH向右移动AZHAAZH1AZH
81AZHCAZH内存储器可与CPU（ ）交换信息。AZH不AZH直接AZH部分AZH间接AZHBAZH1AZH
82AZHCAZH计算机主机由运算器、控制器和（ ）组成。AZHCPUAZH磁盘AZH主存储器AZH累加器AZHCAZH1AZH
83AZHCAZH在WPS表格编辑时，删除命令针对的对象是单元格，删除后，单元格本身(      )AZH仍留在原位置AZH被填充AZH向下移动AZH向右移动AZHBAZH0AZH
84AZHCAZHWord字处理软件属于（ ）软件。AZH系统AZH应用AZH管理AZH多媒体AZHBAZH0AZH
85AZHCAZH在WPS表格的打印页面中，增加页眉和页脚的操作是(      )AZH执行“页面布局”选项卡中的“页面设置”，选择“页眉/页脚”AZH执行“视图”选项卡中的“页面设置”，选择“页面”AZH执行“插入”选项卡中的“页眉页脚”命令AZH只能在打印预览中设置AZHCAZH0AZH
86AZHCAZH在EXCEL中，如果单元格中的输入内容以（ ）开始，输入的是公式。AZH=AZH!AZH*AZH^AZHAAZH1AZH
87AZHCAZHWORD中,当保存工作文档时，工作文档被存入（ ）AZH文件AZH活动单元AZH范围AZH扩充内存AZHAAZH1AZH
88AZHCAZHWord中，保存文档的命令出现在（ ）菜单中。AZH保存AZH编辑AZH文件AZH格式AZHCAZH0AZH
89AZHCAZHWindows是一种（ ）的操作系统。AZH多任务、多用户AZH支持网络、字符界面AZH图形界面、多用户AZH多任务、图形界面AZHDAZH1AZH
90AZHCAZH在word编辑状态下，当前输入的文字显示在（ ）AZH鼠标光标处AZH插入点AZH文件尾部AZH当前行尾部AZHBAZH1AZH
91AZHCAZHExcel提供了内部已定义的样式即“常规”样式。有关“样式”的说法中，以下不正确的是（ ）。AZH所谓“样式”即一组已定义并保存了的格式集合AZH用户也可以自己创建“样式”AZH用户可以删除自定义的“样式”AZH用户也可以删除“常规”样式AZHDAZH1AZH
92AZHCAZHExcel中，如果单元格B2中为“星期一”，那么向下拖动填充柄到B4，则B4中应为（ ）。AZH星期一AZH星期二AZH星期三AZH#refAZHCAZH1AZH
93AZHCAZH在WPS表格中，如果要删除整个工作表，正确的操作步骤是(      )AZH选中要删除工作表的标签，再按Del键AZH选中要删除工作表的标签，按住Shift键，再按Del键AZH选中要删除工作表的标签，按住Ctrl键，再按Del键AZH右键单击要删除工作表的标签，在弹出选项卡中选择“删除”命令AZHDAZH0AZH
94AZHCAZHWord中对浮动式对象的文字环绕，以下说法中不正确的是（ ）。AZH如果要将一个对象放在文字的底下作为页面的背景，可以选择“无环绕型”AZH如果在当前文档中加一“水印”效果，可以选择“穿越型”，并置“水印”对象于文字的下方AZH对于嵌入式对象，如果要实现文字环绕，则必须为之加上图文框AZH四周型文字环绕，页面上为对象留出矩形区域AZHAAZH1AZH
95AZHCAZH在WPS表格中，图表中的(      )会随着工作表中数据的改变而发生相应的变化。AZH系列数据的值AZH图例AZH图表类型AZH图表位置AZHAAZH0AZH
96AZHCAZH下列叙述中正确的是（ ）AZH计算机病毒只能传染给可执行文件AZH计算机软件是指存储在软盘中的程序AZH计算机每次启动的过程之所以相同，是因为RAM中的所有信息在关机后不会丢失AZH硬盘虽然装在主机箱内，但它属于外存AZHDAZH0AZH
97AZHCAZH在WPS表格中，有关分页符的说法正确的是(      )AZH只能在工作表中加入水平分页符AZHWPS表格会按纸张的大小、页边距的设置和打印比例的设定自动插入分页符AZH可通过插入水平分页符来改变页面数据行的数量AZH可通过插入垂直分页符来改变页面数据列的数量AZHBAZH0AZH
98AZHCAZH在Windows中，启动应用程序的正确方法是（ ）AZH用鼠标双击该应用程序图标AZH将该应用程序窗口最小化成图标AZH将该应用程序窗口还原AZH将鼠标指向该应用程序图标AZHAAZH0AZH
99AZHCAZH在WPS表格中，正确地选定数据区域是能否创建图表的关键，若选定的区域有文字，则文字应在区域的(      )AZH最左列或最上行AZH最右列或最上行AZH最左列或最下行AZH最右列或最下行AZHAAZH0AZH
100AZHCAZHWindows应用环境中鼠标的拖动操作不能完成的是（ ）AZH当窗口不是最大时，可以移动窗口的位置AZH当窗口最大时，可以将窗口缩小成图标AZH当窗口有滚动条时可以实现窗口内容的滚动AZH可以将一个文件移动(或复制)到另一个目录中去AZHBAZH1AZH
101AZHCAZH在WPS表格中当向一个单元输入数据时，编辑栏左边就会出现图标，称为（    ）按钮。AZH输入AZH编辑AZH取消AZH插入AZHAAZH0AZH
102AZHCAZH在计算机领域中，所谓"裸机"是指（ ）AZH单片机AZH单板机AZH不安装任何软件的计算机AZH只安装操作系统的计算机AZHCAZH0AZH
103AZHCAZH在WPS表格中可创建多个工作表，每个表有多行多列组成，它的最小单位是(      )AZH工作簿AZH工作表AZH字符AZH单元格AZHDAZH0AZH
104AZHCAZH在Windows下，当一个应用程序窗口被最小化后，该应用程序（ ）AZH终止运行AZH暂停运行AZH继续在后台运行AZH继续在前台运行AZHCAZH0AZH
105AZHCAZH在Windows环境下，下列操作中与剪贴板无关的是（ ）AZH剪切AZH复制AZH粘贴AZH删除AZHDAZH0AZH
106AZHCAZH下列各项中，不属于多媒体硬件的是（ ）AZH声卡AZH光盘驱动器AZH显示器AZH多媒体制作工具AZHDAZH0AZH
107AZHCAZH在WPS演示中，将某张幻灯片版式更改为“垂直排列标题与文本”，应选择的选项卡是(      )。AZH视图AZH设计AZH开始AZH放映AZHCAZH0AZH
108AZHCAZH在Word中"打开"文档的作用是（ ）AZH将指定的文档从内存中读入，并显示出来AZH为指走的文档打开一个空白窗口AZH将指定的文档从外存中读入，并显示出来AZH显示并打印指走文档的内容AZHCAZH1AZH
109AZHCAZH在Word的编辑状态，执行编辑命令"粘贴"后（ ）AZH将文档中被选择的内容复制到当前插入点处AZH将文档中被选择的内容移到剪贴板AZH将剪贴板中的内容移到当前插入点处AZH将剪贴板中的内容拷贝到当前插入点处AZHDAZH0AZH
110AZHCAZH当选定文件或文件夹后，不将文件或文件夹放到"回收站"中，而直接删除的操作是（ ）AZH按Delete（Del）键AZH用鼠标直接将文件或文件夹拖放到"回收站"中AZH按Shift＋Delete（Del）键AZH用"我的电脑"或"资源管理器"窗口中"文件"菜单中的删除命令AZHCAZH0AZH
111AZHCAZH在Windows中，不能进行打开"资源管理器"窗口的操作是（ ）AZH用鼠标右键单击"开始"按钮AZH用鼠标左键单击"任务栏"空白处AZH用鼠标左键单击"开始"菜单中"程序"下的"Windows资源管理器"项AZH用鼠标右键单击"我的电脑"图标AZHBAZH1AZH
112AZHCAZH在WPS文字编辑状态下，格式刷可以复制（     ）。AZH段落的格式和内容AZH段落和文字的格式AZH文字的格式和内容AZH段落和文字的格式和内容AZHBAZH0AZH
113AZHCAZH在Windows的"资源管理器"窗口中，如果想一次选定多个分散的文件或文件夹，正确的操作是 （ ）AZH按住Ctrl键，用鼠标右键逐个选取AZH按住Ctrl键，用鼠标左键逐个选取AZH按住Shift键，用鼠标右键逐个选取AZH按住Shift键，用鼠标左键逐个选取AZHBAZH1AZH
114AZHCAZH在WPS演示编辑状态下，动画刷可以复制（     ）。AZH动画效果AZH文本的格式和动画效果AZH切换效果AZH动画与切换效果AZHAAZH1AZH
115AZHCAZH在Word的编辑状态，设置了标尺，可以同时显示水平标尺和垂直标尺的视图方式是 （ ）AZH普通方式AZH页面方式AZH大纲方式AZH全屏显示方式AZHBAZH0AZH
116AZHCAZH在WPS文字编辑状态下，绘制一个文本框，要使用的选项卡是（     ）。AZH插入AZH页面布局AZH视图AZH图形AZHAAZH0AZH
117AZHCAZHWord主窗口的标题栏最右边显示的按钮是（ ）AZH最小化按钮AZH还原按钮AZH关闭按钮AZH最大化按钮AZHCAZH0AZH
118AZHCAZH在Word的哪种视图方式下，可以显示分页效果（ ）AZH普通AZH大纲AZH页面AZH主控文档AZHCAZH0AZH
119AZHCAZH在WPS文字 的编辑状态，连续进行了两次“插入”操作，当单击一次“撤消”按钮后（     ）。AZH将两次插入的内容全部取消AZH将第一次插入的内容取消AZH将第二次插入的内容取消AZH两次插入的内容都不取消AZHCAZH0AZH
120AZHCAZH进入WORD的编辑状态后，进行中文标点符号与英文标点符号之间切换的快捷键是 （ ）AZHShift+空格AZHShift+CtrlAZHShift+.AZHCtrl+.AZHDAZH0AZH
121AZHCAZH在word的编辑状态，被编辑文档中的文字有“四号”、“五号”、“16”磅、“18”磅四种，下列关于所设定字号大小的比较中，正确的是（ ）AZH“四号”大于“五号”AZH“四号”小于“五号”AZH“16”磅大于“18”磅AZH字的大小一样，字体不同AZHAAZH0AZH
122AZHCAZH在WPS文字中，哪项命令不在章节选项卡中（     ）。AZH章节导航AZH目录页AZH新增节AZH选择AZHDAZH0AZH
123AZHCAZH在Windows中，当一个窗口已经最大化后，下列叙述中错误的是 （ ）AZH该窗口可以被关闭AZH该窗口可以移动AZH该窗口可以最小化AZH该窗口可以还原AZHBAZH0AZH
124AZHCAZH在WPS文字中，与打印输出有关的命令可以在（     ）选项卡中找到。AZH开始AZH插入AZH章节AZH文件AZHDAZH0AZH
125AZHCAZH在Word 2010编辑状态，包括能设定文档行间距命令的选项卡是（ ）AZH“页面设置”选项卡AZH“字体”选项卡AZH“段落”选项卡AZH“样式”选项卡AZHCAZH1AZH
126AZHCAZH计算机中对数据进行加工与处理的部件，通常称为（ ）AZH运算器AZH控制器AZH显示器AZH存储器AZHAAZH0AZH
127AZHCAZH在WPS文字 主窗口的右上角，可以同时显示的按钮是（     ）AZH最小化、还原和最大化AZH还原、最大化和关闭AZH最小化、还原和关闭AZH还原和最大化AZHCAZH0AZH
128AZHCAZH存储容量1GB等于（ ）AZH1024BAZH1024KBAZH1024MBAZH1000MBAZHCAZH0AZH
129AZHCAZH"32位微型计算机"中的32是指 （     ）。AZH微机型号AZH内存容量AZH存储单位AZH机器字长AZHDAZH0AZH
130AZHCAZHWord中项目编号的作用是（     ）。AZH为每个标题编号AZH为每个自然段编号AZH为每行编号AZH以上都正确AZHDAZH0AZH
131AZHCAZH不同的计算机，其指令系统也不相同，这主要取决于（     ）。AZH所用的操作系统AZH系统的总体结构AZH所用的CPUAZH所用的程序设计语言AZHCAZH0AZH
132AZHCAZH在WPS文字编辑状态，先后打开了d1.docx文档和d2.docx文档，则(      )AZH可以使两个文档的窗口都显现出来AZH只能显现d2.docx文档的窗口AZH只能显现d1.docx文档的窗口AZH打开d2.docx后两个窗口自动并列显示AZHAAZH0AZH
133AZHCAZH计算机之所以能实现自动连续运算，是由于采用了（     ）原理。AZH布尔逻辑　AZH存储程序AZH数字电路AZH集成电路AZHBAZH0AZH
134AZHCAZH在WPS文字编辑状态，执行两次"复制"操作后，则剪贴板中(      )AZH仅有第一次被复制的内容AZH仅有第二次被复制的内容AZH有两次被复制的内容AZH无内容AZHCAZH0AZH
135AZHCAZH某单位的人事档案管理程序属于（     ）。AZH工具软件　AZH应用软件　　AZH系统软件　AZH字表处理软件AZHBAZH0AZH
136AZHCAZH在WPS文字编辑状态，执行两次"剪切"操作，则剪贴板中(      )AZH仅有第一次被剪切的内容AZH仅有第二次被剪切的内容AZH有两次被剪切的内容AZH无内容AZHCAZH0AZH
137AZHCAZH要把插入点光标快速移到Word文档的头部，应按组合键（     ）。AZHCtrl+PageUpAZHCtrl+↓AZHCtrl+HomeAZHCtrl+EndAZHCAZH1AZH
138AZHCAZH在WPS文字编辑状态下，不用“打开”文件对话框就能直接打开最的使用过的文档的方档的方法是（     ）AZH快捷键CTRL＋OAZH工具栏上“打开”按钮AZH选择“文件”选项卡中的“最近所用文件”AZH选择“文件”选项卡中的“打开”命令AZHCAZH0AZH
139AZHCAZH在word中，复制对象后信息被（     ）。AZH保留在内存，可以被粘贴无数次AZH保留在内存，可以被粘贴1次AZH保留在剪贴板，可以被粘贴无数次AZH保留在剪贴板，可以被粘贴1次AZHCAZH1AZH
140AZHCAZH在Word中编辑某一文档，单击该文档窗口的“最小化”按钮后（     ）。AZH不显示该文档内容，但未关闭该文档AZH该窗口和文档都被关闭AZH该文档未关闭，且继续显示AZH该窗口未关闭，但文档被关闭AZHAAZH0AZH
141AZHCAZH在WPS文字编辑状态下，使用超级链接可以使用(      )。AZH开发选项卡中的命令AZH插入选项卡中的命令AZH开始选项卡中的命令AZH审阅选项卡中的命令AZHBAZH0AZH
142AZHCAZH"减少缩进量"和"增加缩进量"调整的是(      )AZH全文的左缩进AZH右缩进AZH选定段落的左缩进AZH所有缩进AZHCAZH0AZH
143AZHCAZH(      )控制面版会显示从创建或打开某个文档以来在该文档中所做的所有行为及步骤，并可以撤消一步或多步操作。AZH历史记录AZHHTMLAZH行为AZH参考AZHAAZH1AZH
144AZHCAZH在WPS文字窗口中，插入分节符或分页符，可以通过（     ）选项卡进行操作。AZH格式→段落→分隔符AZH格式→制表位→分隔符AZH页面布局→页面设置→分隔符AZH工具→选项→分隔符AZHCAZH0AZH
145AZHCAZH（     ）不是计算机病毒的特点。AZH传染性AZH潜伏性AZH偶然性AZH破坏性AZHCAZH0AZH
146AZHCAZH（     ）特点是处理的信息数据量比较大而数值计算并不十分复杂。AZH工程计算AZH数据处理AZH自动控制AZH实时控制AZHBAZH1AZH
147AZHCAZH“E-mail”一词是指(      )。AZH电子邮件AZH一种新的操作系统AZH一种新的字处理软件AZH一种新的数据库软件AZHAAZH0AZH
148AZHCAZH在WPS文字的编辑状态，打开了一个文档，进行"保存"操作后，该文档(      )AZH当前文件以原有位置及文件名进行保存，原始文件内容被覆盖。AZH可以保存在已有的其他文件夹下AZH可以保存在新建文件夹下AZH保存后文档被关闭AZHAAZH0AZH
149AZHCAZH“冯•诺依曼计算机”的体系结构主要分为（     ）五大组成。AZH外部存储器、内部存储器、CPU、显示、打印AZH输入、输出、运算器、控制器、存储器AZH输入、输出、控制、存储、外设AZH都不是AZHBAZH1AZH
